datetime,ISPU PM2.5,temp,dew,humidity,precip,windspeed,AOD
11/26/2022,96.05,26.637,23.249,81.7,0.667,1.231,0.167
11/27/2022,73.78,27.425,23.391,78.7,0.078,1.289,0.417
11/28/2022,69.51,26.799,23.598,82.6,0.668,1.346,0.478
11/29/2022,65.25,27.451,23.483,79,0.002,1.417,0.779
11/30/2022,67.27,26.843,23.549,82.2,0,1.248,1.075
12/1/2022,73.55,27.181,23.549,80.6,0,1.264,0.759
12/2/2022,67.05,26.627,23.102,81,0.157,1.335,0.469
12/3/2022,71.1,27.020,23.180,79.6,0,1.219,0.784
12/4/2022,71.12,26.724,23.485,82.5,0.012,1.101,0.583
12/5/2022,77.32,26.914,23.621,82.2,0.001,1.399,0.899
12/6/2022,84.88,26.634,23.801,84.5,0,1.291,0.590
12/7/2022,68.29,26.731,23.878,84.4,0,1.434,0.410
12/8/2022,62.4,27.052,23.640,81.6,0.118,1.015,0.487
12/9/2022,70.6,26.402,23.133,82.3,0.545,2.276,0.018
12/10/2022,60.21,27.473,23.083,77,0.008,1.940,0.509
12/11/2022,62.33,27.017,23.243,79.9,0,2.917,0.683
12/12/2022,40.56,27.145,23.151,78.8,0.078,2.511,0.387
12/13/2022,37.26,27.201,23.110,78.4,0,3.250,0.102
12/14/2022,44.98,27.458,23.406,78.6,0,2.960,0.577
12/15/2022,52.7,27.940,23.048,74.8,0,2.472,0.642
12/16/2022,60.42,26.643,23.427,82.6,0.08,1.590,0.605
12/17/2022,68.94,27.011,23.848,82.9,0.086,1.485,0.630
12/18/2022,77.46,27.162,24.057,83.2,0.196,1.438,0.200
12/19/2022,85.98,27.712,23.636,78.5,0,1.207,0.540
12/20/2022,94.5,26.951,23.995,83.9,0,1.689,0.361
12/21/2022,88.75,27.186,23.651,81.1,0.039,2.642,0.322
12/22/2022,83,26.520,23.266,82.4,1.062,4.041,0.335
12/23/2022,77.25,26.733,22.881,79.5,0.588,3.252,0.347
12/24/2022,71.5,26.879,23.391,81.2,0.039,3.218,0.360
12/25/2022,65.75,25.940,23.349,85.7,0.597,3.132,0.372
12/26/2022,60,25.479,23.138,86.9,0.287,3.200,0.385
12/27/2022,46.65,25.919,22.558,81.7,0.056,2.984,0.397
12/28/2022,46.36,25.323,22.722,85.5,0.905,4.474,0.410
12/29/2022,27.82,25.613,23.260,86.9,0.433,3.987,0.422
12/30/2022,53.89,25.560,23.513,88.5,0.091,3.360,0.422
12/31/2022,59.28,25.258,23.011,87.4,0.367,3.998,0.422
1/1/2023,60.76,25.977,23.187,84.6,1.83,3.180,0.422
1/2/2023,45.16,26.514,23.186,82,0.02,3.878,0.422
1/3/2023,33.5,25.586,23.012,85.7,0,3.635,0.113
1/4/2023,42.42,25.945,22.870,83.2,0.356,2.721,0.642
1/5/2023,53.91,26.991,22.524,76.6,1.18,3.027,0.576
1/6/2023,45.55,27.646,22.701,74.5,0,3.559,0.509
1/7/2023,40.9,27.631,23.097,76.4,0,3.432,0.443
1/8/2023,55.5,26.899,23.163,80,0.002,3.079,0.377
1/9/2023,48.91,27.615,23.381,77.8,0,2.698,0.340
1/10/2023,51.84,27.564,23.382,78,0,2.468,0.327
1/11/2023,60.16,27.646,23.269,77.1,0,1.182,0.318
1/12/2023,87.1,28.151,23.521,76,0,1.261,0.309
1/13/2023,84.3,26.869,23.725,82.9,0,1.465,0.258
1/14/2023,81.5,27.542,23.550,78.9,0,1.703,0.176
1/15/2023,78.69,28.013,22.811,73.4,0,3.114,0.443
1/16/2023,75.89,27.333,23.319,78.8,0,3.013,0.297
1/17/2023,73.09,26.025,23.419,85.6,0,2.860,0.261
1/18/2023,70.29,26.054,23.362,85.1,0,1.932,0.224
1/19/2023,67.27,25.999,23.324,85.2,0.138,2.530,0.355
1/20/2023,56.75,26.731,23.060,80.3,0,2.504,0.348
1/21/2023,58.9,26.835,23.511,82,0,2.549,0.341
1/22/2023,55.62,26.997,23.459,81,0.016,3.288,0.381
1/23/2023,49.57,26.924,23.337,80.8,0,4.009,0.172
1/24/2023,48.25,27.060,22.993,78.5,0,4.524,0.264
1/25/2023,44.21,25.652,22.714,83.8,0,3.025,0.355
1/26/2023,46.94,27.174,23.144,78.7,1.093,3.006,0.298
1/27/2023,54.81,26.409,23.723,85.2,0.001,2.237,0.380
1/28/2023,50.14,25.578,23.533,88.5,1.691,1.750,0.475
1/29/2023,60.05,26.112,23.647,86.3,0.432,2.646,0.366
1/30/2023,54.57,27.101,23.384,80.2,0,2.601,0.344
1/31/2023,61.2,26.837,24.098,85,0,2.656,0.382
2/1/2023,62.61,26.517,24.111,86.7,2.462,2.000,0.423
2/2/2023,64.03,26.018,23.875,88,0.031,2.060,0.332
2/3/2023,65.44,26.283,23.423,84.3,0.003,1.505,0.538
2/4/2023,66.86,26.911,23.340,80.8,0,2.041,0.609
2/5/2023,57.04,27.552,22.197,72.6,0.039,4.044,1.060
2/6/2023,52.11,27.666,22.707,74.4,0,2.759,0.546
2/7/2023,50.67,26.499,23.845,85.4,0,1.729,0.294
2/8/2023,44.5,26.821,22.906,79.2,2.512,2.348,0.405
2/9/2023,50.95,26.717,22.541,77.9,0.393,4.030,0.442
2/10/2023,32.25,26.877,23.189,80.3,0,3.051,0.414
2/11/2023,38.75,25.329,23.643,90.4,1.765,2.225,0.366
2/12/2023,20.4,24.889,22.933,88.9,0.977,2.794,0.359
2/13/2023,23.67,26.718,23.241,81.3,0.212,3.704,0.681
2/14/2023,26,26.417,23.043,81.7,0,4.272,0.526
